Tag	dynamicColors	mergedColors
PES1	brown	brown
HSDL2	green	cyan
PTCD3	brown	brown
CYP2D6	grey	grey
FLYWCH2	grey	grey
NTM	pink	turquoise
ZNF551	blue	cyan
RPL41	grey	grey
ASB2	turquoise	turquoise
CD1C	red	magenta
MZT2A	brown	brown
OGDHL	grey	grey
IL12A	grey	grey
FGFBP1	grey	grey
FAM86C1	brown	brown
MATN3	pink	turquoise
PIGA	green	cyan
MNT	yellow	cyan
MSANTD3	yellow	cyan
PLOD1	yellow	cyan
CD79B	red	magenta
DDX60L	lightcyan	lightcyan
VNN2	red	magenta
SH3D21	grey	grey
RCN3	pink	turquoise
PPP4C	brown	brown
ALDOA	brown	brown
NCEH1	green	cyan
SMARCC2	yellow	cyan
RCAN3	blue	cyan
GALC	grey	grey
ZBTB21	blue	cyan
KBTBD8	red	magenta
ZNF451	blue	cyan
RNF24	purple	turquoise
BCL7C	grey	grey
DROSHA	green	cyan
LEMD2	black	cyan
BTLA	red	magenta
PRDM10	blue	cyan
DIPK1B	turquoise	turquoise
RNF5	brown	brown
CDK8	green	cyan
PCBP3	turquoise	turquoise
TAF9B	blue	cyan
PLK3	grey	grey
RIC8B	blue	cyan
WNK4	grey	grey
LNPEP	salmon	cyan
DOCK10	red	magenta
DHDDS	black	cyan
MGA	blue	cyan
RMI2	brown	brown
GALNT16	turquoise	turquoise
ARFGEF1	blue	cyan
NLGN3	turquoise	turquoise
ITGB6	grey	grey
USP18	lightcyan	lightcyan
LPCAT3	yellow	cyan
SOSTDC1	grey	grey
ZNF850	turquoise	turquoise
CAND1	green	cyan
KCNJ5	magenta	magenta
KCNJ11	black	cyan
CRYBB1	magenta	magenta
MEP1A	grey	grey
TRAF3IP2	yellow	cyan
POGK	green	cyan
SMARCC1	green	cyan
PRKACB	turquoise	turquoise
HOOK3	turquoise	turquoise
DHX15	green	cyan
ATAD3C	grey	grey
RAD54L	brown	brown
CHORDC1	tan	tan
SLC18A2	purple	turquoise
DENND5A	turquoise	turquoise
BTBD16	grey	grey
N4BP1	yellow	cyan
TBX19	tan	tan
CXCR1	magenta	magenta
ISLR2	turquoise	turquoise
PDRG1	greenyellow	greenyellow
AKR1C2	grey	grey
EIF3I	brown	brown
TTLL4	brown	brown
HMGB2	brown	brown
PDE1C	turquoise	turquoise
ABCA1	purple	turquoise
NIF3L1	brown	brown
MCOLN2	red	magenta
MMUT	blue	cyan
VTA1	green	cyan
SIM2	green	cyan
EML2	cyan	cyan
GPR35	grey	grey
KATNB1	black	cyan
S100A12	magenta	magenta
ZNF248	blue	cyan
POU6F1	turquoise	turquoise
CSPG4	turquoise	turquoise
BIN3	yellow	cyan
RTN2	pink	turquoise
TMED6	grey	grey
XYLT2	yellow	cyan
LYZ	grey	grey
DDX21	brown	brown
VAC14	black	cyan
USP9X	blue	cyan
STX17	blue	cyan
SAP30	grey	grey
ISG20L2	black	cyan
STOX1	green	cyan
NR2F1	turquoise	turquoise
ZNF566	blue	cyan
MORF4L2	green	cyan
PTGS2	grey	grey
ZZEF1	yellow	cyan
SYNJ1	blue	cyan
UBE2Z	black	cyan
CDK5RAP2	blue	cyan
ZNF132	blue	cyan
FOCAD	blue	cyan
ICA1	grey	grey
OSBPL5	turquoise	turquoise
C11orf53	grey	grey
FGFR4	greenyellow	greenyellow
WDR36	salmon	cyan
TRIM25	yellow	cyan
MBOAT1	green	cyan
CRB3	grey	grey
XPO4	green	cyan
TMEM30A	blue	cyan
ECHDC3	grey	grey
WAS	red	magenta
FBXO6	grey	grey
ZGRF1	brown	brown
C8orf76	brown	brown
DDR1	yellow	cyan
CDH6	purple	turquoise
SPI1	magenta	magenta
ZNF780A	blue	cyan
PPARA	blue	cyan
ZNF425	turquoise	turquoise
SCPEP1	magenta	magenta
SGCB	turquoise	turquoise
GC	grey	grey
PDIA3	brown	brown
RPF2	brown	brown
APPL1	blue	cyan
UPF2	tan	tan
SLPI	grey	grey
ITGB3BP	brown	brown
TOR4A	grey	grey
MED1	yellow	cyan
CLEC5A	magenta	magenta
RBM12	green	cyan
PDCD4	blue	cyan
ERO1B	turquoise	turquoise
RBM43	turquoise	turquoise
TTLL1	pink	turquoise
WDR90	tan	tan
SDAD1	green	cyan
MSANTD4	blue	cyan
HAUS5	brown	brown
SBNO2	black	cyan
FCGRT	grey	grey
ZFHX2	yellow	cyan
ZNF622	green	cyan
MYSM1	tan	tan
ANXA3	grey	grey
HS3ST3A1	pink	turquoise
CEACAM19	grey	grey
SZRD1	black	cyan
GPSM2	brown	brown
SLC20A1	green	cyan
NPIPB3	tan	tan
ADGRA3	green	cyan
POLG	yellow	cyan
IGF1R	blue	cyan
F2RL2	purple	turquoise
SLA	red	magenta
RPL38	grey	grey
PTPN12	blue	cyan
FGF10	turquoise	turquoise
ZNF318	yellow	cyan
RHEB	green	cyan
RASD2	turquoise	turquoise
PRRT2	turquoise	turquoise
ZNF350	grey	grey
TONSL	midnightblue	midnightblue
ZNF664	green	cyan
IL10RA	red	magenta
TYK2	yellow	cyan
FAHD2B	grey	grey
TIPIN	brown	brown
BDH1	grey	grey
PSMB5	brown	brown
LRIG1	turquoise	turquoise
KCTD1	grey	grey
NR5A2	grey	grey
CLBA1	yellow	cyan
NOTCH2	blue	cyan
RECQL	blue	cyan
FN3KRP	yellow	cyan
TMOD1	turquoise	turquoise
ELAC2	brown	brown
FXYD6	turquoise	turquoise
MRPL10	yellow	cyan
NCAPH2	brown	brown
PAQR3	green	cyan
DPYSL3	turquoise	turquoise
APBA2	pink	turquoise
ANTXR2	turquoise	turquoise
SERPINI1	grey	grey
UBE2J1	blue	cyan
THOC1	green	cyan
EOMES	red	magenta
KIAA1324	grey	grey
HIST1H3F	grey	grey
MZT2B	brown	brown
MCL1	blue	cyan
LRRC26	grey	grey
G2E3	green	cyan
ULK1	yellow	cyan
EXTL2	blue	cyan
PBX1	turquoise	turquoise
PNMA6A	grey	grey
EP400	yellow	cyan
FCRL1	red	magenta
ADAMTSL4	turquoise	turquoise
C19orf73	grey	grey
SORBS2	turquoise	turquoise
TRMT44	yellow	cyan
ZNF486	grey	grey
ZC3H8	tan	tan
DENND1A	yellow	cyan
GBP5	red	magenta
RARRES1	grey	grey
PRPH2	turquoise	turquoise
ENTPD6	greenyellow	greenyellow
CFB	grey	grey
STMP1	brown	brown
ANAPC1	green	cyan
CDO1	turquoise	turquoise
ASGR1	grey	grey
TNPO3	yellow	cyan
PIGO	yellow	cyan
NDUFA3	blue	cyan
NR6A1	greenyellow	greenyellow
MARVELD1	pink	turquoise
CPT2	yellow	cyan
PI4K2A	yellow	cyan
NREP	pink	turquoise
MAFK	yellow	cyan
STK35	greenyellow	greenyellow
KIF1B	blue	cyan
SIPA1	red	magenta
PTGR1	grey	grey
RPS24	grey	grey
MFN2	black	cyan
RBMS2	blue	cyan
LSAMP	turquoise	turquoise
GPR171	red	magenta
RXRB	black	cyan
ABHD5	blue	cyan
GCNT2	grey	grey
POLR2I	brown	brown
LIMD2	red	magenta
DCAF7	black	cyan
RHOC	grey	grey
CDON	turquoise	turquoise
RIPPLY3	grey	grey
CDS2	blue	cyan
LRRC32	pink	turquoise
DCP2	blue	cyan
CALHM2	pink	turquoise
UQCRC1	brown	brown
CENPE	brown	brown
EIF2AK2	blue	cyan
LRRIQ4	grey	grey
PRICKLE3	brown	brown
MINDY1	yellow	cyan
XDH	grey	grey
INKA1	purple	turquoise
ZDHHC20	green	cyan
SLC43A2	yellow	cyan
RTEL1-TNFRSF6B	yellow	cyan
BMP8A	pink	turquoise
SMARCD1	black	cyan
ABCC1	yellow	cyan
STAT1	red	magenta
IL18BP	red	magenta
PRX	turquoise	turquoise
COQ8B	cyan	cyan
ZC3H18	black	cyan
ZNF500	yellow	cyan
TSC2	yellow	cyan
POMC	turquoise	turquoise
STRIP1	yellow	cyan
ZNF598	black	cyan
RILP	grey	grey
ZNF532	pink	turquoise
STRA6	grey	grey
CDH11	pink	turquoise
ATP2A3	red	magenta
ECE2	brown	brown
HCFC2	turquoise	turquoise
ZNF700	tan	tan
CMTM3	pink	turquoise
NKX3-2	turquoise	turquoise
KCNE3	grey	grey
ZNF528	turquoise	turquoise
NOMO3	yellow	cyan
NEK2	brown	brown
CTHRC1	pink	turquoise
PCBP1	black	cyan
TMEM260	blue	cyan
TAF3	tan	tan
FOXD1	grey	grey
MANBA	yellow	cyan
ALDH3A1	grey	grey
C9orf16	grey	grey
CRIP1	grey	grey
LRRC41	black	cyan
CASP4	magenta	magenta
SYCE1L	grey	grey
TESMIN	brown	brown
RAN	brown	brown
PHGDH	grey	grey
CELSR3	yellow	cyan
TENT5B	turquoise	turquoise
EFHC1	tan	tan
ABCF2	brown	brown
SLC39A10	green	cyan
HIST1H3I	brown	brown
RAC2	red	magenta
SRFBP1	salmon	cyan
CFL2	turquoise	turquoise
TNFAIP3	red	magenta
NRIP3	turquoise	turquoise
PLEKHM3	blue	cyan
PBK	brown	brown
ZFHX3	turquoise	turquoise
DACT1	pink	turquoise
CIZ1	yellow	cyan
ECE1	yellow	cyan
PGM3	green	cyan
EYA2	grey	grey
SLC30A7	blue	cyan
SLC36A1	yellow	cyan
PRPF19	brown	brown
FMO5	grey	grey
MARVELD3	brown	brown
C2orf76	grey	grey
FOXL1	grey	grey
M1AP	grey	grey
ECM1	pink	turquoise
TUBA1C	brown	brown
SCYL2	blue	cyan
OARD1	green	cyan
CD96	red	magenta
LY86	red	magenta
CHRNA5	green	cyan
LARP4B	yellow	cyan
SPNS1	black	cyan
BPGM	grey	grey
NRN1	turquoise	turquoise
TSSK6	yellow	cyan
RXRA	yellow	cyan
AKR1C1	grey	grey
MMP11	pink	turquoise
NFASC	turquoise	turquoise
APEX2	brown	brown
HGH1	midnightblue	midnightblue
RAB6D	grey	grey
POMT1	yellow	cyan
NPNT	grey	grey
TMEM164	yellow	cyan
TP53INP1	red	magenta
CREB3L3	grey	grey
BMP7	grey	grey
ACAP1	red	magenta
SRXN1	black	cyan
ATP1B3	green	cyan
ZC3H4	cyan	cyan
DENND2C	grey	grey
MOB1A	green	cyan
P3H3	pink	turquoise
ZFP28	turquoise	turquoise
ANKRD61	tan	tan
RPS4X	grey	grey
EPB41L4B	grey	grey
TNRC6B	blue	cyan
SP6	brown	brown
COPG2	yellow	cyan
VIPR1	grey	grey
BRCA2	brown	brown
P2RY12	red	magenta
SPTSSA	grey	grey
AGO4	blue	cyan
SAAL1	brown	brown
SETD7	blue	cyan
FPR3	magenta	magenta
SLBP	brown	brown
WDR77	brown	brown
LRRC75A	grey	grey
RPA3	brown	brown
FKTN	blue	cyan
CARHSP1	black	cyan
SALL1	grey	grey
MEIS3	pink	turquoise
GTPBP2	yellow	cyan
XXYLT1	black	cyan
FREM2	grey	grey
STRN4	cyan	cyan
TMPRSS3	grey	grey
KLF16	black	cyan
ARSE	grey	grey
TSPAN3	grey	grey
ADNP2	green	cyan
NLRP1	red	magenta
SLC9A7	red	magenta
CEP41	grey	grey
PARP16	yellow	cyan
ZNF662	turquoise	turquoise
PAWR	green	cyan
SLC37A3	green	cyan
CRTAP	turquoise	turquoise
SIRT4	grey	grey
LRP1	pink	turquoise
THUMPD1	blue	cyan
DAPL1	grey	grey
SUSD1	yellow	cyan
DDR2	turquoise	turquoise
CFAP73	grey	grey
FUT8	green	cyan
SLC25A5	brown	brown
KLK7	grey	grey
PHF3	blue	cyan
ADAM8	grey	grey
CYS1	turquoise	turquoise
KLHL9	blue	cyan
ENO1	brown	brown
CCDC18	tan	tan
DGKQ	yellow	cyan
HMGCS2	grey	grey
KMT2E	blue	cyan
ASAP3	turquoise	turquoise
C6orf141	grey	grey
PDK1	green	cyan
ATP8B2	turquoise	turquoise
FBXL22	turquoise	turquoise
KLF4	grey	grey
KCNA5	turquoise	turquoise
MOCOS	green	cyan
CHMP1A	black	cyan
HTR1D	grey	grey
LTK	grey	grey
GANAB	black	cyan
PPP1R12A	turquoise	turquoise
MORC2	yellow	cyan
CLMP	turquoise	turquoise
TREM1	magenta	magenta
ARNTL	blue	cyan
DGKE	blue	cyan
EPHA7	turquoise	turquoise
SRRM2	yellow	cyan
SENP1	green	cyan
RAD18	brown	brown
LGALS8	blue	cyan
IFITM1	lightcyan	lightcyan
GLT8D2	pink	turquoise
IRF2BPL	turquoise	turquoise
TMEM182	green	cyan
PC	yellow	cyan
DCAF13	brown	brown
FKBP10	grey	grey
NEMP1	green	cyan
CAMKK1	yellow	cyan
NAALADL2	grey	grey
SMAP1	grey	grey
SLC22A15	grey	grey
PROC	grey	grey
RRP9	brown	brown
CBX1	yellow	cyan
PLOD3	black	cyan
GALM	brown	brown
ILF3	black	cyan
PLAGL2	greenyellow	greenyellow
CAMKK2	yellow	cyan
INPP4A	blue	cyan
SMAD6	black	cyan
ASIC1	grey	grey
CCDC51	brown	brown
RRAGD	turquoise	turquoise
MIGA2	brown	brown
FABP5	grey	grey
S100A6	grey	grey
TNNI1	green	cyan
LIPE	grey	grey
RAB19	yellow	cyan
TWF1	green	cyan
C8orf88	turquoise	turquoise
PCGF5	blue	cyan
ATP10A	pink	turquoise
S100G	grey	grey
TMPRSS4	grey	grey
IDNK	grey	grey
COL8A2	pink	turquoise
PTPRM	purple	turquoise
EMD	grey	grey
MRPS16	brown	brown
RDH12	grey	grey
S100A3	grey	grey
TBX1	grey	grey
PPFIBP2	grey	grey
F11R	green	cyan
TJP2	yellow	cyan
ABCG2	grey	grey
NPR3	turquoise	turquoise
SLC7A1	green	cyan
DLGAP5	brown	brown
NUP210	yellow	cyan
TYSND1	black	cyan
MOB3A	red	magenta
MTX3	blue	cyan
SHROOM2	grey	grey
IFITM2	pink	turquoise
TRIQK	blue	cyan
PSTPIP1	red	magenta
SIRT1	blue	cyan
FUT4	green	cyan
RCC1	brown	brown
RNF125	blue	cyan
ZKSCAN3	blue	cyan
PLEKHO2	magenta	magenta
ATP6V0D1	yellow	cyan
PON3	grey	grey
C9orf152	grey	grey
ODF2L	blue	cyan
LANCL2	brown	brown
SEPTIN6	red	magenta
LPIN2	yellow	cyan
LPAR2	black	cyan
PTPN18	grey	grey
PPFIA3	midnightblue	midnightblue
ESYT1	yellow	cyan
TFEC	magenta	magenta
PIK3R3	blue	cyan
TCF7L1	turquoise	turquoise
FHIT	grey	grey
VCAM1	red	magenta
RAB3GAP2	blue	cyan
TMEM273	red	magenta
GAD1	brown	brown
TCTA	grey	grey
CTSC	magenta	magenta
GP2	grey	grey
CASS4	magenta	magenta
HOXA1	grey	grey
MTIF2	brown	brown
KRBA1	turquoise	turquoise
SMOC1	grey	grey
MBTPS1	yellow	cyan
DDT	grey	grey
DDTL	grey	grey
SMG6	yellow	cyan
CUL1	green	cyan
NKTR	tan	tan
SIRT2	cyan	cyan
ITIH5	turquoise	turquoise
VDR	grey	grey
ADGRL2	turquoise	turquoise
PCDHB14	turquoise	turquoise
SMIM4	grey	grey
PHC2	pink	turquoise
RELB	red	magenta
RACGAP1	brown	brown
NAT14	grey	grey
F2RL3	purple	turquoise
ATG2B	blue	cyan
ACVR1C	grey	grey
MYOC	turquoise	turquoise
GPCPD1	tan	tan
PLAG1	grey	grey
COTL1	magenta	magenta
PRRX2	grey	grey
LRCH2	turquoise	turquoise
OPA3	yellow	cyan
ENTPD3	grey	grey
MIDN	black	cyan
TTK	brown	brown
RPL14	grey	grey
APOBEC2	grey	grey
LRPAP1	yellow	cyan
PTPDC1	blue	cyan
ZNF616	green	cyan
ZKSCAN8	blue	cyan
PDZD4	turquoise	turquoise
ACVR2B	blue	cyan
BCL2L2	turquoise	turquoise
PTX3	turquoise	turquoise
TRABD2A	grey	grey
CD200	purple	turquoise
MMP15	midnightblue	midnightblue
QKI	turquoise	turquoise
KIF21B	yellow	cyan
CISH	magenta	magenta
UBE4A	blue	cyan
PTPN14	turquoise	turquoise
VASP	cyan	cyan
PRKX	green	cyan
BSCL2	yellow	cyan
NPW	grey	grey
AMBRA1	yellow	cyan
TRIM46	grey	grey
TLR6	red	magenta
EXOC2	blue	cyan
CADPS2	yellow	cyan
CCDC124	black	cyan
MYEOV	grey	grey
RAB11FIP1	yellow	cyan
IGFBP2	grey	grey
CTDSPL	blue	cyan
TNFRSF17	red	magenta
DNAJB5	turquoise	turquoise
NACA2	grey	grey
SNRPN	turquoise	turquoise
DYNC1I1	turquoise	turquoise
PROCR	grey	grey
RASSF7	turquoise	turquoise
TNFSF12	turquoise	turquoise
ZCCHC7	green	cyan
GYPC	turquoise	turquoise
GARS	brown	brown
HIPK1	blue	cyan
ZNF268	blue	cyan
RTL10	black	cyan
CC2D1B	black	cyan
DYNLL2	yellow	cyan
GAL3ST2	grey	grey
RPAP1	black	cyan
TRMT112	brown	brown
FOXA3	grey	grey
SP110	lightcyan	lightcyan
COMMD4	brown	brown
CNTFR	grey	grey
MPC1	grey	grey
FAM120C	blue	cyan
IQGAP1	blue	cyan
PCOLCE	pink	turquoise
PCK1	grey	grey
POLR2E	black	cyan
GNPDA1	brown	brown
IQSEC1	yellow	cyan
ABCD2	red	magenta
RPL32	grey	grey
F10	grey	grey
BNIP2	blue	cyan
C16orf74	grey	grey
MFSD6L	grey	grey
MACC1	grey	grey
TYMP	magenta	magenta
KIFAP3	blue	cyan
SNAPC3	blue	cyan
MMRN2	purple	turquoise
ITPR1	turquoise	turquoise
NQO2	brown	brown
BTD	yellow	cyan
PML	lightcyan	lightcyan
DPP3	brown	brown
GRINA	midnightblue	midnightblue
CCDC113	green	cyan
CD248	pink	turquoise
GCLC	green	cyan
AFAP1L2	turquoise	turquoise
ENHO	grey	grey
MAP4K5	blue	cyan
SNX7	green	cyan
P2RX4	grey	grey
FAM83H	midnightblue	midnightblue
TNPO1	salmon	cyan
SLC35F6	yellow	cyan
FIBIN	pink	turquoise
RAP1GAP	grey	grey
AKAP17A	yellow	cyan
YIF1A	brown	brown
RNF170	blue	cyan
LZTFL1	blue	cyan
EHMT1	brown	brown
ZNF879	turquoise	turquoise
IQCE	yellow	cyan
FBP1	grey	grey
TNFRSF14	red	magenta
C1orf56	grey	grey
CD1A	red	magenta
NRROS	red	magenta
ATP2B4	turquoise	turquoise
ADAT1	yellow	cyan
BRMS1L	blue	cyan
RAB3GAP1	blue	cyan
CCL28	grey	grey
BICDL2	grey	grey
AGAP4	tan	tan
FAM216A	blue	cyan
TSPAN32	red	magenta
KPNA6	blue	cyan
ALG5	brown	brown
CSNK1G1	green	cyan
TTC37	blue	cyan
ZNF75A	grey	grey
CYBRD1	turquoise	turquoise
TACO1	brown	brown
FRS3	yellow	cyan
PIGZ	grey	grey
FAM162B	purple	turquoise
C15orf65	grey	grey
KATNAL1	turquoise	turquoise
N4BP2L1	red	magenta
LAMP5	pink	turquoise
VPS13C	blue	cyan
KCTD14	grey	grey
ATP11B	green	cyan
EML4	green	cyan
PITX1	grey	grey
DCLK1	turquoise	turquoise
RHBDF1	yellow	cyan
EFNB1	grey	grey
RNF135	magenta	magenta
ALS2CL	grey	grey
CTBS	salmon	cyan
TMSB15A	grey	grey
INPP5B	blue	cyan
KCTD15	turquoise	turquoise
TSACC	brown	brown
ABITRAM	brown	brown
KLC1	blue	cyan
ADH4	grey	grey
IFIT5	lightcyan	lightcyan
EXD2	blue	cyan
COASY	brown	brown
RPS6KA2	purple	turquoise
CYP7B1	purple	turquoise
IFT52	greenyellow	greenyellow
NRBP2	midnightblue	midnightblue
NPIPB15	grey	grey
SMARCA5	green	cyan
FAM24B	grey	grey
DNALI1	grey	grey
IPMK	green	cyan
RRN3	green	cyan
ANK1	grey	grey
UGGT1	yellow	cyan
ASB1	yellow	cyan
GTF2E1	green	cyan
POLR2H	brown	brown
TBC1D9	purple	turquoise
SSX2IP	green	cyan
CMTM4	green	cyan
TSPAN5	grey	grey
HSPA5	brown	brown
ASAH2B	green	cyan
IFT140	yellow	cyan
SCGB3A1	grey	grey
MFSD4A	grey	grey
CDC25B	brown	brown
MPZ	turquoise	turquoise
CNPY4	pink	turquoise
MON1A	black	cyan
TMEM41A	brown	brown
MLPH	grey	grey
RBM24	turquoise	turquoise
GNAO1	turquoise	turquoise
ZFYVE28	yellow	cyan
ZNF785	blue	cyan
CIRBP	turquoise	turquoise
CEP170B	yellow	cyan
USP2	turquoise	turquoise
ZNF69	grey	grey
ERV3-1	grey	grey
TEAD4	brown	brown
ADGRL1	yellow	cyan
CDR2L	grey	grey
SMYD4	blue	cyan
EIF3D	brown	brown
TRRAP	yellow	cyan
TFCP2L1	grey	grey
HIGD1A	grey	grey
FOXRED1	brown	brown
CEP70	green	cyan
CXCL9	red	magenta
DPY19L1	green	cyan
HLA-F	red	magenta
NEK8	yellow	cyan
LGALS2	grey	grey
MYZAP	grey	grey
CARS	yellow	cyan
ZNF148	green	cyan
TRIM7	grey	grey
PLK2	grey	grey
GON4L	blue	cyan
TPPP3	grey	grey
LONP1	black	cyan
AKR1B10	grey	grey
MYO5B	green	cyan
SMG8	black	cyan
C1QL3	grey	grey
CACNA2D1	turquoise	turquoise
PTPRZ1	grey	grey
PET117	greenyellow	greenyellow
SLC27A3	grey	grey
TEF	turquoise	turquoise
RBSN	blue	cyan
PXYLP1	blue	cyan
LEAP2	grey	grey
ODF2	brown	brown
PXDN	purple	turquoise
PCDHGA10	grey	grey
NFKBIE	grey	grey
SENP6	blue	cyan
MACROD1	grey	grey
TSPAN8	grey	grey
APMAP	greenyellow	greenyellow
CTNNAL1	blue	cyan
OXLD1	brown	brown
TSEN2	tan	tan
SCAMP3	brown	brown
ANKRD6	turquoise	turquoise
GNAI1	turquoise	turquoise
IRGQ	yellow	cyan
ARL2	grey	grey
TTC33	blue	cyan
ADAP2	magenta	magenta
BMP8B	green	cyan
STIM1	yellow	cyan
HIST1H3C	grey	grey
IFI16	red	magenta
TNS4	grey	grey
PPIF	brown	brown
BRD1	black	cyan
EIF4A1	green	cyan
DOCK9	blue	cyan
ARHGAP31	purple	turquoise
ARHGEF25	turquoise	turquoise
DIS3	green	cyan
UAP1L1	yellow	cyan
NEURL1	grey	grey
PI3	grey	grey
GTF3C2	black	cyan
FCRL2	red	magenta
URI1	brown	brown
UBALD1	cyan	cyan
USP12	blue	cyan
OS9	yellow	cyan
RPUSD3	brown	brown
ADRB1	grey	grey
MSX2	brown	brown
HDAC2	brown	brown
AAMDC	grey	grey
ALKBH8	blue	cyan
ZNF213	yellow	cyan
CLSTN1	black	cyan
EHBP1L1	turquoise	turquoise
PCDH12	purple	turquoise
PLSCR4	turquoise	turquoise
ERBB3	green	cyan
RGL1	purple	turquoise
RARB	turquoise	turquoise
BLVRB	grey	grey
UNC119B	yellow	cyan
SATB1	turquoise	turquoise
FAM81A	green	cyan
SIK1B	grey	grey
IRF8	red	magenta
PRKDC	green	cyan
KDM3A	blue	cyan
PEMT	brown	brown
ANGEL1	black	cyan
SOX2	grey	grey
PHC1	turquoise	turquoise
POLR2J3	blue	cyan
SUSD3	red	magenta
FAM72B	brown	brown
PI4KA	black	cyan
PICALM	blue	cyan
EIF4H	black	cyan
SCRN1	blue	cyan
SNRPE	brown	brown
ST6GALNAC6	pink	turquoise
FABP4	turquoise	turquoise
C2CD2	yellow	cyan
DDX3Y	grey	grey
ARHGAP33	yellow	cyan
ELN	turquoise	turquoise
TRAPPC10	yellow	cyan
TGS1	brown	brown
HIST1H4L	grey	grey
SERPINF1	pink	turquoise
ATF7IP	blue	cyan
IGIP	turquoise	turquoise
CUEDC1	yellow	cyan
CGREF1	grey	grey
OTUB1	brown	brown
HS3ST2	magenta	magenta
DTX3L	lightcyan	lightcyan
B3GNT3	grey	grey
FLT3LG	red	magenta
KIAA1191	salmon	cyan
EID1	turquoise	turquoise
FBLN5	turquoise	turquoise
UPF1	black	cyan
NUP58	green	cyan
CNOT6	salmon	cyan
FAM83D	turquoise	turquoise
TTC12	blue	cyan
NAAA	magenta	magenta
TRMT61A	midnightblue	midnightblue
FKBP8	cyan	cyan
CAMK2D	blue	cyan
RHOF	grey	grey
SLC35E1	yellow	cyan
CCDC82	tan	tan
TMEM178A	turquoise	turquoise
C19orf53	brown	brown
ZAP70	red	magenta
TMEM14A	brown	brown
RBP7	turquoise	turquoise
TBC1D22B	black	cyan
CYC1	midnightblue	midnightblue
SEPHS1	brown	brown
NMD3	green	cyan
TMTC3	blue	cyan
NTSR1	grey	grey
RNF6	green	cyan
TMEM64	blue	cyan
RPL37	grey	grey
HDAC7	yellow	cyan
GRHL3	grey	grey
RUSC1	black	cyan
NBDY	grey	grey
RHOU	yellow	cyan
ST6GALNAC4	grey	grey
MSI2	green	cyan
DKC1	brown	brown
VIRMA	brown	brown
FYN	red	magenta
DBNDD2	grey	grey
DNPH1	grey	grey
ARHGEF2	yellow	cyan
ZNF852	blue	cyan
SEMA3A	turquoise	turquoise
TK2	yellow	cyan
EPB41L5	green	cyan
PRSS22	grey	grey
HPN	grey	grey
BIRC6	blue	cyan
GBP2	red	magenta
EEF1AKMT1	grey	grey
TOP2A	brown	brown
CISD2	brown	brown
TMEM181	blue	cyan
CCL4L2	magenta	magenta
ANXA1	grey	grey
SGPP1	magenta	magenta
TCP11L2	blue	cyan
FAM98B	green	cyan
RALGPS1	blue	cyan
LRRC56	grey	grey
TOR2A	brown	brown
TSPAN33	red	magenta
C5orf51	blue	cyan
UCN2	pink	turquoise
CCSAP	green	cyan
CNOT9	brown	brown
SELENOP	turquoise	turquoise
GPR75	blue	cyan
ENTPD8	grey	grey
KCTD10	turquoise	turquoise
CARD6	grey	grey
IL11RA	turquoise	turquoise
TACC1	turquoise	turquoise
PTPRA	greenyellow	greenyellow
LTF	red	magenta
NOL8	blue	cyan
SETDB1	blue	cyan
SLC41A1	yellow	cyan
RHOT1	blue	cyan
HMCES	brown	brown
TOB1	grey	grey
SQOR	grey	grey
DSP	green	cyan
KCTD7	turquoise	turquoise
SKA1	brown	brown
DPH1	black	cyan
CYP39A1	turquoise	turquoise
SDC3	turquoise	turquoise
ATP1A2	turquoise	turquoise
TC2N	grey	grey
ABR	yellow	cyan
NUDT7	grey	grey
SLC25A27	turquoise	turquoise
ARHGAP22	pink	turquoise
ATP2A2	green	cyan
FXYD4	grey	grey
ARHGEF16	midnightblue	midnightblue
SLF2	blue	cyan
MTF1	blue	cyan
RABEP1	blue	cyan
ARHGAP42	blue	cyan
MAPK8IP1	turquoise	turquoise
DOCK7	blue	cyan
LPAR1	turquoise	turquoise
HSPE1	turquoise	turquoise
CCDC92	turquoise	turquoise
ZYX	turquoise	turquoise
EMP1	pink	turquoise
PPIA	brown	brown
GAL3ST4	magenta	magenta
TMEM198	grey	grey
FAM183A	grey	grey
AP3S2	yellow	cyan
SLC52A3	greenyellow	greenyellow
CST6	grey	grey
KYAT1	grey	grey
ALKBH4	black	cyan
SDCBP	salmon	cyan
SMC5	blue	cyan
CHST6	grey	grey
BCL6B	purple	turquoise
NINL	grey	grey
BRIP1	brown	brown
SORL1	blue	cyan
QDPR	brown	brown
PCYOX1L	yellow	cyan
LGR4	green	cyan
ODAM	grey	grey
RBM38	yellow	cyan
COX18	green	cyan
AKAP9	blue	cyan
LILRA5	magenta	magenta
PLA2G4C	turquoise	turquoise
MMS22L	brown	brown
SPPL2B	yellow	cyan
FAM171A2	pink	turquoise
GFPT2	pink	turquoise
ALPK1	salmon	cyan
LYPD5	grey	grey
NR2C1	blue	cyan
ZNF470	turquoise	turquoise
SMAD3	yellow	cyan
NDN	turquoise	turquoise
CARD14	grey	grey
PLA2G4A	grey	grey
NUP98	green	cyan
SLC19A2	green	cyan
PILRA	magenta	magenta
NFATC4	turquoise	turquoise
RAP1GAP2	yellow	cyan
TNS2	turquoise	turquoise
FAM72D	brown	brown
ALYREF	brown	brown
SOCS6	blue	cyan
DEPDC1	brown	brown
HNRNPL	brown	brown
IQCN	turquoise	turquoise
