Tag	geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
622	GO:0016202	regulation of striated muscle tissue development	http://amigo.geneontology.org/amigo/term/GO:0016202	109	31	14.4509610645638	2.14518604413219	2.06529091055785e-05	0.000236619945240203	657;2247;2260;2735;2817;3479;4208;4211;5292;5600;5997;5999;7040;7046;7048;7049;7291;7472;8324;9241;9759;23414;23493;26585;28514;50937;51176;57158;64321;93649;221662	HEY2;CDON;RBM24;TGFBR1;IGF1;HDAC4;JPH2;GPC1;FGF2;WNT2;ZFPM2;TGFB1;MAPK11;DLL1;GLI1;GREM1;MYOCD;FGFR1;RGS4;TGFBR2;SOX17;RGS2;PIM1;MEIS1;MEF2C;TGFBR3;BMPR1A;LEF1;NOG;TWIST1;FZD7	geneontology_Biological_Process
623	GO:0003171	atrioventricular valve development	http://amigo.geneontology.org/amigo/term/GO:0003171	21	11	2.78413011335633	3.95096477252611	2.10447719108942e-05	0.000239279455958402	90;657;2702;6586;7042;7048;7291;10439;23462;23493;26508	HEY2;GJA5;HEYL;TGFB2;TGFBR2;ACVR1;OLFM1;BMPR1A;TWIST1;SLIT3;HEY1	geneontology_Biological_Process
624	GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	http://amigo.geneontology.org/amigo/term/GO:0010880	21	11	2.78413011335633	3.95096477252611	2.10447719108942e-05	0.000239279455958402	287;477;775;845;1756;2946;5144;5350;5566;6262;6546	ATP1A2;GSTM2;PRKACA;DMD;CASQ2;PDE4D;SLC8A1;RYR2;ANK2;CACNA1C;PLN	geneontology_Biological_Process
625	GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling	http://amigo.geneontology.org/amigo/term/GO:0010882	21	11	2.78413011335633	3.95096477252611	2.10447719108942e-05	0.000239279455958402	287;477;775;845;1756;2946;5350;5566;6262;6546;9759	ATP1A2;GSTM2;HDAC4;PRKACA;DMD;CASQ2;SLC8A1;RYR2;ANK2;CACNA1C;PLN	geneontology_Biological_Process
626	GO:0060536	cartilage morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0060536	21	11	2.78413011335633	3.95096477252611	2.10447719108942e-05	0.000239279455958402	1291;1292;1293;1294;3202;4147;4148;4208;6615;7373;9464	MATN3;COL6A2;MATN2;COL14A1;COL6A3;COL6A1;SNAI1;HOXA5;MEF2C;COL7A1;HAND2	geneontology_Biological_Process
627	GO:0043270	positive regulation of ion transport	http://amigo.geneontology.org/amigo/term/GO:0043270	222	52	29.4322326269098	1.76677048796008	2.16942699241551e-05	0.000245670087725896	25;134;154;183;187;287;482;552;623;706;783;784;857;1051;1272;1756;2149;2273;2316;2946;3306;3757;3779;4638;5028;5155;5159;5243;5311;5348;6262;6324;6330;6387;6622;6769;6865;7070;7220;7225;8673;8787;9002;10268;22925;27092;30845;54413;57158;57165;65018;85358	NLGN3;F2RL3;VAMP8;CACNB2;GSTM2;KCNMB1;HSPA2;ADORA1;JPH2;STAC;ADRB2;ATP1B2;KCNH2;CACNB3;AVPR1A;BDKRB1;ABL1;FXYD1;TACR2;SCN1B;ABCB1;PDGFRB;F2R;MYLK;DMD;PLA2R1;PDGFB;FHL1;THY1;TRPC6;RYR2;SNCA;AGT;PINK1;ANK2;EHD3;SCN4B;P2RY1;RAMP3;PKD2;CNTN1;APLNR;CEBPB;CAV1;TRPC1;SHANK3;RGS9;CXCL12;FLNA;TSPO;GJC2;CACNG4	geneontology_Biological_Process
628	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0050730	222	52	29.4322326269098	1.76677048796008	2.16942699241551e-05	0.000245670087725896	25;134;183;284;683;857;948;975;1272;1464;1489;1742;2043;2045;2252;2255;2621;2690;3082;3356;3479;3481;3569;3572;3670;3678;3690;3815;4739;4915;5155;5175;5526;5621;6422;6423;6997;7040;7060;7070;8692;8829;9021;9244;9467;23568;26585;50507;56034;56940;80310;84632	CSPG4;FGF10;EPHA7;AFAP1L2;NRP1;SFRP2;SH3BP5;IGF1;ADORA1;ANGPT1;EPHA4;CD81;DLG4;DUSP22;ISL1;THBS4;IGF2;KIT;ABL1;NEDD9;TGFB1;FGF7;CD36;TDGF1;SOCS3;PDGFD;PECAM1;HGF;PDGFB;THY1;GAS6;GREM1;PPP2R5B;AGT;HYAL2;PDGFC;NTRK2;HTR2A;BST1;CNTN1;ITGA5;CRLF1;CAV1;CTF1;IL6ST;ARL2BP;GHR;SFRP1;IL6;ITGB3;NOX4;PRNP	geneontology_Biological_Process
629	GO:1903779	regulation of cardiac conduction	http://amigo.geneontology.org/amigo/term/GO:1903779	44	17	5.83341547560375	2.91424467725583	2.18118302186543e-05	0.000245670087725896	183;287;493;845;857;1760;2316;2702;3708;4881;4882;5144;5566;6262;6546;7220;30845	ITPR1;ATP2B4;NPR2;PRKACA;NPR1;CASQ2;PDE4D;SLC8A1;GJA5;RYR2;AGT;ANK2;EHD3;CAV1;TRPC1;DMPK;FLNA	geneontology_Biological_Process
630	GO:0050922	negative regulation of chemotaxis	http://amigo.geneontology.org/amigo/term/GO:0050922	44	17	5.83341547560375	2.91424467725583	2.18118302186543e-05	0.000245670087725896	285;1843;1845;6091;7057;7474;8482;8829;9037;9353;9723;10371;10512;26585;54910;57556;80031	SEMA3A;NRP1;ANGPT2;SEMA4C;SEMA3E;SEMA6D;SEMA6A;DUSP1;DUSP3;THBS1;GREM1;SLIT2;SEMA3C;SEMA7A;WNT5A;SEMA5A;ROBO1	geneontology_Biological_Process
631	GO:0086002	cardiac muscle cell action potential involved in contraction	http://amigo.geneontology.org/amigo/term/GO:0086002	44	17	5.83341547560375	2.91424467725583	2.18118302186543e-05	0.000245670087725896	287;775;783;857;2316;2697;2702;3741;3752;3757;3764;6262;6324;6330;6640;10052;23704	KCNE4;KCNA5;CACNB2;KCNJ8;KCNH2;SNTA1;SCN1B;KCND3;GJA5;RYR2;ANK2;SCN4B;CAV1;GJC1;CACNA1C;FLNA;GJA1	geneontology_Biological_Process
632	GO:0007435	salivary gland morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0007435	32	14	4.24248398225727	3.29995353159851	2.21440925505245e-05	0.000248944470098955	2252;2255;2260;3082;4781;7040;7042;7043;8829;10371;10512;23129;57045;59277	FGF10;SEMA3A;NRP1;PLXND1;NFIB;NTN4;TGFB1;FGF7;HGF;TWSG1;SEMA3C;FGFR1;TGFB2;TGFB3	geneontology_Biological_Process
633	GO:0055017	cardiac muscle tissue growth	http://amigo.geneontology.org/amigo/term/GO:0055017	66	22	8.75012321340562	2.51425030978934	2.24505791065477e-05	0.000251446485993334	183;657;1901;2247;2260;2735;3479;4208;4211;5292;5600;5997;5999;7042;7046;7048;7049;7472;8470;9241;23414;23493	HEY2;SORBS2;TGFBR1;IGF1;FGF2;S1PR1;WNT2;ZFPM2;MAPK11;GLI1;FGFR1;TGFB2;AGT;RGS4;TGFBR2;RGS2;PIM1;MEIS1;MEF2C;TGFBR3;BMPR1A;NOG	geneontology_Biological_Process
634	GO:1901019	regulation of calcium ion transmembrane transporter activity	http://amigo.geneontology.org/amigo/term/GO:1901019	66	22	8.75012321340562	2.51425030978934	2.24505791065477e-05	0.000251446485993334	287;477;783;784;845;1756;2669;2946;3306;5144;5311;5350;5566;6236;6262;6769;8291;10681;28954;30845;57158;79026	ATP1A2;AHNAK;CACNB2;GSTM2;HSPA2;JPH2;STAC;DYSF;CACNB3;PRKACA;RRAD;REM1;GNB5;GEM;DMD;CASQ2;PDE4D;RYR2;ANK2;EHD3;PKD2;PLN	geneontology_Biological_Process
635	GO:0060038	cardiac muscle cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0060038	40	16	5.30310497782159	3.01710037174721	2.27988205390162e-05	0.000254870396771987	657;2247;2260;2735;4208;4211;5292;5600;7042;7046;7048;7049;7472;9241;23414;23493	HEY2;TGFBR1;FGF2;WNT2;ZFPM2;MAPK11;GLI1;FGFR1;TGFB2;TGFBR2;PIM1;MEIS1;MEF2C;TGFBR3;BMPR1A;NOG	geneontology_Biological_Process
636	GO:2000826	regulation of heart morphogenesis	http://amigo.geneontology.org/amigo/term/GO:2000826	36	15	4.77279448003943	3.14281288723668	2.30086524357631e-05	0.000256737142262742	90;2022;3670;5292;6091;6608;7040;7042;7043;7046;7048;7291;9241;9464;10512	TGFBR1;ISL1;TGFB1;SMO;SEMA3C;TGFB2;TGFBR2;ENG;ACVR1;PIM1;TGFB3;HAND2;NOG;TWIST1;ROBO1	geneontology_Biological_Process
637	GO:0030900	forebrain development	http://amigo.geneontology.org/amigo/term/GO:0030900	315	68	41.761951700345	1.62827639110167	2.33759045817905e-05	0.000260350223520611	116;358;493;552;554;558;657;1000;1281;1902;2145;2255;2260;2316;2624;2735;2736;2737;2775;3400;3624;3670;3912;4035;4628;4781;4830;4852;4854;4915;5021;5592;5764;5802;5915;6091;6387;6546;6586;6608;6722;6867;7026;7474;7482;7832;8013;8482;8646;8828;8829;9037;9241;9253;9353;9839;10371;10395;50937;51176;57045;57142;79633;84376;85358;85458;91584;93986	GLI3;HOOK3;FGF10;CDON;LRP1;ATP2B4;GNAO1;RARB;SEMA3A;TACC1;LPAR1;SRF;NRP1;PLXNA4;AXL;WNT2B;GLI2;NFIB;AQP1;ZEB2;PTN;ISL1;NPY;NME1;AVPR1A;NUMBL;NR2F2;NOTCH3;COL3A1;CHRD;MYH10;DLC1;AVPR2;FAT4;TWSG1;NR4A3;SMO;SLC8A1;GLI1;SLIT2;ID4;NRP2;EZH1;FGFR1;NTRK2;INHBA;DIXDC1;PRKG1;LAMB1;SEMA7A;RTN4;WNT5A;BMPR1A;CDH2;SHANK3;PTPRS;LEF1;SEMA5A;CXCL12;GATA2;FOXP2;NOG;FLNA;SLIT3;ADCYAP1;BTG2;ROBO1;OXTR	geneontology_Biological_Process
638	GO:0014065	phosphatidylinositol 3-kinase signaling	http://amigo.geneontology.org/amigo/term/GO:0014065	125	34	16.5722030556925	2.0516282527881	2.36363759327229e-05	0.00026276282855079	183;284;677;1634;2149;2260;2321;2549;3082;3356;3357;3479;3667;3791;3815;4653;4915;5155;5156;5159;5270;5526;5783;6403;7010;7042;7291;23396;25827;56034;79899;80243;80310;219699	MYOC;IGF1;PRR5L;ANGPT1;KIT;PDGFRA;KDR;PDGFRB;PDGFD;F2R;ZFP36L1;HGF;PREX2;PDGFB;FBXL2;PIP5K1C;FLT1;FGFR1;TGFB2;PPP2R5B;AGT;PDGFC;GAB1;NTRK2;HTR2A;IRS1;DCN;PTPN13;TEK;UNC5B;TWIST1;HTR2B;SERPINE2;SELP	geneontology_Biological_Process
639	GO:0050900	leukocyte migration	http://amigo.geneontology.org/amigo/term/GO:0050900	357	75	47.3302119270577	1.5846115397832	2.43134538546741e-05	0.000269789287957791	134;284;285;347;482;623;683;857;947;1277;1278;1843;1893;1901;1910;2321;2335;2621;2817;2919;2920;2921;2995;3269;3554;3569;3672;3678;3680;3690;3815;3897;4072;4323;4345;4478;4920;5054;5144;5155;5175;5228;5627;5979;6356;6358;6364;6383;6387;6401;6403;6777;7010;7040;7042;7057;7060;7070;7423;7424;7474;7857;8291;9353;9672;11117;23396;26585;51157;57118;58494;80310;83700;90865;90952	ECM1;CD200;GYPC;SDC3;CCL11;HRH1;CAMK1D;CXCL2;JAM2;PGF;L1CAM;ANGPT2;ADORA1;ANGPT1;SDC2;DYSF;MMP14;GPC1;SCG2;ATP1B2;EDNRB;S1PR1;THBS4;FN1;KIT;BDKRB1;TGFB1;VEGFB;CD34;DUSP1;EMILIN1;CCL20;PDGFD;MSN;EPCAM;PECAM1;STAT5B;SERPINE1;PDGFB;PDE4D;THBS1;THY1;PIP5K1C;SELE;IL33;GAS6;IL1R1;ESAM;GREM1;SLIT2;FLT1;CXCL1;TGFB2;COL1A2;CXCL3;BST1;ITGA9;RET;ITGA5;CAV1;PROS1;WNT5A;JAM3;COL1A1;ITGA1;TEK;VEGFC;CCL14;CXCL12;APOD;ZNF580;ROR2;IL6;ITGB3;SELP	geneontology_Biological_Process
640	GO:0048565	digestive tract development	http://amigo.geneontology.org/amigo/term/GO:0048565	100	29	13.257762444554	2.18739776951673	2.53178051687897e-05	0.000280414581462824	1281;1910;2255;2295;2735;2736;2737;3202;3815;5021;5156;5310;5915;5979;6422;6423;6608;6943;7040;7042;7043;7048;7474;10736;56034;57216;64321;79633;93649	GLI3;FGF10;RARB;SFRP2;TCF21;GLI2;EDNRB;KIT;FOXF2;TGFB1;COL3A1;PDGFRA;FAT4;SIX2;SMO;GLI1;MYOCD;TGFB2;PDGFC;TGFBR2;SOX17;RET;PKD1;HOXA5;TGFB3;WNT5A;VANGL2;SFRP1;OXTR	geneontology_Biological_Process
641	GO:0051235	maintenance of location	http://amigo.geneontology.org/amigo/term/GO:0051235	252	57	33.409561360276	1.70609842449991	2.64162632992448e-05	0.000292041051086854	19;25;32;187;287;308;309;477;623;706;775;845;857;948;1627;1756;2149;2200;2247;2316;2901;2934;2946;3356;3357;3569;3690;3708;3934;4023;4052;4601;5144;5167;5310;5311;5350;5566;6262;6546;6571;6622;6777;7040;7070;7094;7220;7295;8291;9002;22821;22873;23345;23568;57158;65018;80149	SLC18A2;ABCA1;F2RL3;ITPR1;ATP1A2;LTBP1;FBN1;GSTM2;JPH2;ACACB;LPL;DYSF;FGF2;BDKRB1;PRKACA;ABL1;TLN1;TGFB1;GRIK5;ANXA6;CD36;SYNE1;F2R;DMD;STAT5B;GSN;CASQ2;PDE4D;THY1;SLC8A1;DBN1;RYR2;SNCA;PINK1;ANK2;HTR2A;PKD2;APLNR;ZC3H12A;CAV1;PKD1;MXI1;TXN;TRPC1;CACNA1C;ANXA5;PLN;ARL2BP;LCN2;ENPP1;FLNA;RASA3;TSPO;DZIP1;HTR2B;IL6;ITGB3	geneontology_Biological_Process
642	GO:0003230	cardiac atrium development	http://amigo.geneontology.org/amigo/term/GO:0003230	25	12	3.31444061113849	3.62052044609665	2.75355222929541e-05	0.000303295679373862	90;287;2022;2702;3670;6608;7042;7472;7474;9241;23493;54567	HEY2;ISL1;WNT2;SMO;GJA5;TGFB2;ANK2;ENG;ACVR1;DLL4;WNT5A;NOG	geneontology_Biological_Process
643	GO:0061311	cell surface receptor signaling pathway involved in heart development	http://amigo.geneontology.org/amigo/term/GO:0061311	25	12	3.31444061113849	3.62052044609665	2.75355222929541e-05	0.000303295679373862	90;657;6615;7040;7474;9241;9464;23462;23493;54567;57216;64321	HEY2;TGFB1;SNAI1;SOX17;ACVR1;DLL4;WNT5A;VANGL2;BMPR1A;HAND2;NOG;HEY1	geneontology_Biological_Process
644	GO:0043536	positive regulation of blood vessel endothelial cell migration	http://amigo.geneontology.org/amigo/term/GO:0043536	49	18	6.49630359783144	2.77080646384948	2.81744149883689e-05	0.000307917111361286	25;284;2247;2260;2624;3791;4215;4846;5155;5587;7040;7057;7424;8829;10000;27286;57381;154810	NRP1;PRKD1;ANGPT1;MAP3K3;FGF2;AKT3;RHOJ;SRPX2;NOS3;ABL1;TGFB1;KDR;PDGFB;THBS1;FGFR1;AMOTL1;VEGFC;GATA2	geneontology_Biological_Process
645	GO:0055021	regulation of cardiac muscle tissue growth	http://amigo.geneontology.org/amigo/term/GO:0055021	49	18	6.49630359783144	2.77080646384948	2.81744149883689e-05	0.000307917111361286	657;2247;2260;2735;3479;4208;4211;5292;5600;5997;5999;7046;7048;7049;7472;9241;23414;23493	HEY2;TGFBR1;IGF1;FGF2;WNT2;ZFPM2;MAPK11;GLI1;FGFR1;RGS4;TGFBR2;RGS2;PIM1;MEIS1;MEF2C;TGFBR3;BMPR1A;NOG	geneontology_Biological_Process
646	GO:0042308	negative regulation of protein import into nucleus	http://amigo.geneontology.org/amigo/term/GO:0042308	12	8	1.59093149334648	5.02850061957869	2.82120317318668e-05	0.000307917111361286	284;347;948;2621;5138;5569;11142;29969	ANGPT1;PKIA;CD36;GAS6;PDE2A;PKIG;APOD;MDFIC	geneontology_Biological_Process
647	GO:1904590	negative regulation of protein import	http://amigo.geneontology.org/amigo/term/GO:1904590	12	8	1.59093149334648	5.02850061957869	2.82120317318668e-05	0.000307917111361286	284;347;948;2621;5138;5569;11142;29969	ANGPT1;PKIA;CD36;GAS6;PDE2A;PKIG;APOD;MDFIC	geneontology_Biological_Process
648	GO:0007158	neuron cell-cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007158	12	8	1.59093149334648	5.02850061957869	2.82120317318668e-05	0.000307917111361286	4685;5979;9369;9379;54413;57502;57555;152330	NLGN2;NLGN3;NLGN4X;NRXN2;RET;NCAM2;NRXN3;CNTN4	geneontology_Biological_Process
649	GO:0051895	negative regulation of focal adhesion assembly	http://amigo.geneontology.org/amigo/term/GO:0051895	15	9	1.98866436668309	4.52565055762082	2.90827175217778e-05	0.000316267955336647	94;347;395;4323;7057;10395;11170;56940;90102	ARHGAP6;PHLDB2;MMP14;DUSP22;ACVRL1;DLC1;THBS1;FAM107A;APOD	geneontology_Biological_Process
650	GO:0046068	cGMP metabolic process	http://amigo.geneontology.org/amigo/term/GO:0046068	15	9	1.98866436668309	4.52565055762082	2.90827175217778e-05	0.000316267955336647	2977;4881;4882;5136;5138;5152;6095;8654;10846	PDE5A;NPR2;PDE1A;RORA;GUCY1A2;NPR1;PDE9A;PDE10A;PDE2A	geneontology_Biological_Process
651	GO:0030193	regulation of blood coagulation	http://amigo.geneontology.org/amigo/term/GO:0030193	67	22	8.88270083785116	2.47672418576264	2.92955065226419e-05	0.000318004846166069	308;710;857;947;948;2149;2191;4846;5054;5155;5156;5270;5327;5328;5592;5627;6403;6915;7056;7057;10630;114897	SERPING1;PLAT;NOS3;CD34;PDGFRA;CD36;F2R;FAP;SERPINE1;PDGFB;THBS1;PRKG1;THBD;CAV1;PROS1;ANXA5;C1QTNF1;PLAU;TBXA2R;PDPN;SERPINE2;SELP	geneontology_Biological_Process
652	GO:0010927	cellular component assembly involved in morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0010927	86	26	11.4016757023164	2.2803665600415	2.96807137617483e-05	0.000321603683291855	70;287;845;1073;2817;3611;4205;4208;4628;4629;5156;5159;5376;5990;6722;7111;7168;8506;8736;11155;23114;23363;25802;29767;64753;90102	TMOD1;CFL2;NFASC;SRF;CCDC136;TPM1;OBSL1;RFX2;PHLDB2;ACTC1;MYH11;GPC1;PDGFRA;ILK;PDGFRB;MYH10;CASQ2;LDB3;CNTNAP1;ANK2;PMP22;MEF2C;MEF2A;MYOM1;TMOD2;LMOD1	geneontology_Biological_Process
653	GO:0017015	regulation of transforming growth factor beta receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0017015	91	27	12.0645638245441	2.23795906695535	3.04941785757018e-05	0.000329821512681598	857;858;1028;1601;2022;2200;4052;4092;5654;6935;7040;7041;7043;7046;7048;7049;7057;8425;8516;10370;11117;23089;27122;56937;65997;93649;114990	TGFB1I1;LTBP1;TGFBR1;PMEPA1;FBN1;CDKN1C;RASL11B;HTRA1;TGFB1;DKK3;EMILIN1;SMAD7;PEG10;ZEB1;DAB2;THBS1;MYOCD;TGFBR2;CAV2;ENG;CAV1;TGFB3;LTBP4;ITGA8;TGFBR3;CITED2;VASN	geneontology_Biological_Process
654	GO:0097553	calcium ion transmembrane import into cytosol	http://amigo.geneontology.org/amigo/term/GO:0097553	106	30	14.0532281912272	2.13474082906642	3.09502366397929e-05	0.000334151023325476	25;187;287;477;493;623;775;845;1756;2149;2247;2946;3356;3357;3708;5144;5311;5350;5566;5621;6262;6546;6622;7040;7070;7220;9002;10268;22821;57158	F2RL3;ITPR1;ATP2B4;ATP1A2;GSTM2;JPH2;FGF2;BDKRB1;PRKACA;ABL1;TGFB1;F2R;DMD;CASQ2;PDE4D;THY1;SLC8A1;RYR2;SNCA;ANK2;HTR2A;RAMP3;PKD2;APLNR;TRPC1;CACNA1C;PLN;RASA3;HTR2B;PRNP	geneontology_Biological_Process
655	GO:0003014	renal system process	http://amigo.geneontology.org/amigo/term/GO:0003014	101	29	13.3903400689995	2.16574036585815	3.10920150068394e-05	0.000335077974678025	111;115;134;183;185;358;552;554;685;947;1136;1910;2149;2621;2702;2771;2934;3778;4162;4881;4883;5155;5566;5567;5577;8692;10916;26249;196883	PRKACB;NPR3;ADCY4;PRKAR2B;ADORA1;AQP1;ADCY5;EDNRB;BTC;AVPR1A;PRKACA;CD34;CHRNA3;F2R;NPR1;GSN;AVPR2;PDGFB;KCNMA1;GAS6;GJA5;AGT;MCAM;HYAL2;AGTR1;KLHL3;GNAI2;MAGED2;ADCY9	geneontology_Biological_Process
656	GO:0061384	heart trabecula morphogenesis	http://amigo.geneontology.org/amigo/term/GO:0061384	29	13	3.84475110892065	3.38123317523394	3.1774509777982e-05	0.000341818424757035	657;1901;2022;6722;7010;7042;7046;7049;9241;9510;23462;23493;54567	HEY2;SRF;TGFBR1;S1PR1;ADAMTS1;TGFB2;ENG;TGFBR3;DLL4;BMPR1A;TEK;NOG;HEY1	geneontology_Biological_Process
657	GO:0060419	heart growth	http://amigo.geneontology.org/amigo/term/GO:0060419	72	23	9.54558896007886	2.40948988021479	3.20129888350396e-05	0.00034376671881641	32;183;657;1901;2247;2260;2735;3479;4208;4211;5292;5600;5997;5999;7042;7046;7048;7049;7472;8470;9241;23414;23493	HEY2;SORBS2;TGFBR1;IGF1;ACACB;FGF2;S1PR1;WNT2;ZFPM2;MAPK11;GLI1;FGFR1;TGFB2;AGT;RGS4;TGFBR2;RGS2;PIM1;MEIS1;MEF2C;TGFBR3;BMPR1A;NOG	geneontology_Biological_Process
658	GO:0032102	negative regulation of response to external stimulus	http://amigo.geneontology.org/amigo/term/GO:0032102	254	57	33.6747166091671	1.69266457863771	3.35923642342806e-05	0.000360081299627566	116;134;285;308;347;710;784;947;1003;1843;1845;2043;2191;2247;3082;3670;4345;4846;5054;5155;5156;5176;5270;5322;5327;5328;5592;5627;5654;5802;6091;6095;7010;7056;7057;7130;7474;8482;8829;9021;9037;9353;9723;10203;10371;10512;11221;23621;25959;26585;54910;56963;57556;80031;80149;90102;114897	CD200;SERPINF1;SEMA3A;NRP1;SERPING1;CDH5;PHLDB2;PLAT;ANGPT2;ADORA1;EPHA4;FGF2;ISL1;SEMA4C;CACNB3;SEMA3E;SEMA6D;NOS3;HTRA1;TNFAIP6;BACE1;RORA;CD34;SEMA6A;DUSP1;PDGFRA;KANK2;SOCS3;CALCRL;PLA2G5;FAP;HGF;DUSP3;SERPINE1;PDGFB;THBS1;GREM1;SLIT2;SEMA3C;PRKG1;THBD;SEMA7A;ZC3H12A;PROS1;RGMA;WNT5A;PTPRS;ANXA5;TEK;C1QTNF1;SEMA5A;APOD;PLAU;ADCYAP1;SERPINE2;DUSP10;ROBO1	geneontology_Biological_Process
659	GO:0045944	positive regulation of transcription by RNA polymerase II	http://amigo.geneontology.org/amigo/term/GO:0045944	960	169	127.274519467718	1.3278384448575	3.37292024175095e-05	0.000360348806801771	90;94;116;154;322;367;408;463;654;657;658;860;975;1012;1051;1052;1634;1879;1901;1959;1999;2004;2022;2034;2078;2115;2145;2247;2255;2295;2354;2624;2735;2736;2737;2908;3082;3131;3199;3200;3202;3212;3214;3234;3400;3479;3481;3569;3624;3670;3725;4005;4060;4072;4092;4093;4094;4205;4208;4209;4211;4212;4222;4223;4286;4321;4659;4692;4774;4776;4781;4782;4784;4804;4854;4855;5028;5054;5087;5090;5155;5187;5310;5311;5325;5396;5443;5526;5587;5915;5990;6095;6297;6423;6594;6608;6660;6722;6777;6919;6925;6935;6943;7003;7005;7008;7025;7040;7042;7043;7068;7071;7291;7472;7474;7704;8013;8325;8463;8516;8536;8609;8692;9079;9241;9457;9464;9759;9839;9915;10014;10272;10365;10370;10736;11278;22885;23129;23414;23433;23462;23493;23635;25937;26108;26508;26585;28514;50937;51042;51142;51176;54345;55859;56917;56963;57658;64321;64344;64641;64764;64784;80149;84662;90865;93649;130497;169792;253738	GLI3;HEY2;NR2F1;FGF10;PBX1;CDON;POMC;ZFHX3;MEIS3;PPP1R12A;TEF;RARB;NDN;NFATC4;SRF;NFIX;GLIS2;PRKD1;SALL2;EBF3;SFRP2;RFX2;APBB1;TCF21;IGF1;HDAC4;PLXND1;RUNX2;GLI2;NFIB;CD81;SMARCA1;EGR2;FGF2;ZEB2;ZBTB16;SOX5;ADRB2;ELK3;S1PR1;TCEA2;ARNT2;ISL1;WNT2;FZD8;IGF2;RHOQ;ABLIM3;CAMK1;FOXF2;MEOX2;TEAD2;HOXB4;CHCHD2;PER1;ZFPM2;KLF2;TGFB1;ARRB1;NOTCH3;MITF;ELF3;RORA;ETV1;ACVRL1;NR3C1;SMAD7;ZEB1;LUM;NFIC;HDAC5;CRTC3;EPCAM;TEAD3;HGF;FSTL3;TCF4;STAT5B;MAF;SERPINE1;EBF1;PRRX1;PDGFB;SIX2;DLL1;EBF2;SSBP2;NR4A3;SMO;JUN;IL33;GLI1;KLF7;CREB3L2;OSR1;FHL5;LDB2;KLF12;GREM1;WWTR1;MYOCD;MEOX1;ID4;HEYL;EZH1;HIF3A;TGFB2;PLAGL1;PPP2R5B;HOXD8;HYAL2;CDH13;INHBA;NGFR;NOTCH4;SOX17;P2RY1;ZNF593;HOXA3;FOSB;HOXB2;CALCOCO1;THRB;PKD2;AR;GLIS3;MEIS2;ENG;DCN;SOX18;ZC3H12A;CEBPB;ERG;PKD1;HOXA5;ACVR1;HLF;MEF2D;TGFB3;MEIS1;BEX1;MEF2C;ITGA8;RGMA;MEF2A;WNT5A;BMPR1A;EPAS1;BMPR1B;PYGO1;TEAD1;LEF1;BMP6;GATA2;HAND2;HOXA2;PBX3;NOG;LMO2;NFIA;TWIST1;HEY1;KLF10;MMP12;ADCYAP1;SMAD9;IL6;CEBPD;CITED2	geneontology_Biological_Process
660	GO:0014911	positive regulation of smooth muscle cell migration	http://amigo.geneontology.org/amigo/term/GO:0014911	33	14	4.37506160670281	3.19995493973189	3.3797735217389e-05	0.000360348806801771	183;1902;3479;3488;5155;5159;8013;8829;9510;9732;9759;50507;80031;80310	LPAR1;NRP1;IGF1;HDAC4;DOCK4;SEMA6D;PDGFRB;PDGFD;ADAMTS1;PDGFB;NR4A3;IGFBP5;AGT;NOX4	geneontology_Biological_Process
661	GO:0007431	salivary gland development	http://amigo.geneontology.org/amigo/term/GO:0007431	33	14	4.37506160670281	3.19995493973189	3.3797735217389e-05	0.000360348806801771	2252;2255;2260;3082;4781;7040;7042;7043;8829;10371;10512;23129;57045;59277	FGF10;SEMA3A;NRP1;PLXND1;NFIB;NTN4;TGFB1;FGF7;HGF;TWSG1;SEMA3C;FGFR1;TGFB2;TGFB3	geneontology_Biological_Process
662	GO:0001707	mesoderm formation	http://amigo.geneontology.org/amigo/term/GO:0001707	54	19	7.15919172005914	2.65393088255542	3.42903702927888e-05	0.000364951862867479	90;657;2260;3624;3690;5566;6423;6615;6722;7474;8013;8516;8646;9241;10736;51176;57045;64321;89870	SRF;SFRP2;PRKACA;SNAI1;CHRD;TRIM15;SIX2;TWSG1;NR4A3;FGFR1;INHBA;SOX17;ACVR1;ITGA8;WNT5A;BMPR1A;LEF1;NOG;ITGB3	geneontology_Biological_Process
