Tag	logFC	AveExpr	t	P.Value	adj.P.Val	B
SPTLC2	0.837	4.847	6.494	0	0	12.818
PAX8	1.121	2.062	6.494	0	0	12.818
CCHCR1	0.784	3.445	6.493	0	0	12.816
TASOR	0.787	4.302	6.493	0	0	12.813
IL17RA	0.722	3.756	6.492	0	0	12.81
TSPAN14	0.765	4.197	6.492	0	0	12.809
PRDX3	0.703	6.775	6.491	0	0	12.802
PGA4	-0.997	0.211	-6.491	0	0	12.8
SMARCD2	0.708	6.169	6.491	0	0	12.799
RFX5	0.843	4.921	6.49	0	0	12.796
SCAF4	0.67	4.563	6.488	0	0	12.783
MED13	0.874	4.452	6.488	0	0	12.782
CACTIN	0.611	3.371	6.487	0	0	12.778
NMB	1.178	4.069	6.487	0	0	12.776
INPP5E	0.774	3.812	6.486	0	0	12.773
TPM4	0.697	7.635	6.486	0	0	12.772
CYCS	0.763	6.735	6.485	0	0	12.766
BOD1	0.622	5.112	6.483	0	0	12.755
TMEM106A	0.825	3.029	6.482	0	0	12.747
UBA3	0.669	4.915	6.481	0	0	12.743
D2HGDH	0.742	3.38	6.479	0	0	12.733
BCL2L11	0.884	3.705	6.478	0	0	12.726
NKTR	0.858	3.258	6.478	0	0	12.724
DNAJC14	0.727	3.692	6.477	0	0	12.722
RBM18	0.609	4.195	6.477	0	0	12.719
ZNF77	0.628	2.194	6.475	0	0	12.709
APOBEC2	-1.341	1.586	-6.475	0	0	12.706
EPOP	1.341	2.712	6.475	0	0	12.706
MRPL14	0.804	6.618	6.474	0	0	12.701
AKAP5	0.681	1.249	6.471	0	0	12.688
ATF6B	0.716	6.355	6.471	0	0	12.688
GPX8	1.192	3.645	6.47	0	0	12.681
PREB	0.661	5.372	6.47	0	0	12.681
HIVEP1	0.78	3.32	6.47	0	0	12.68
TOR2A	0.748	3.99	6.469	0	0	12.676
PLXDC1	0.942	2.613	6.469	0	0	12.673
FTL	0.859	12.737	6.468	0	0	12.67
LTO1	0.731	2.369	6.468	0	0	12.667
MMP12	2.637	4.778	6.465	0	0	12.652
ZNF205	0.734	4	6.465	0	0	12.651
DMTF1	0.833	3.477	6.464	0	0	12.643
MCF2L	0.976	2.52	6.462	0	0	12.634
USP21	0.611	4.539	6.462	0	0	12.633
CEP290	0.786	2.461	6.461	0	0	12.63
RSBN1L	0.641	4.046	6.461	0	0	12.627
SPG7	0.605	3.614	6.46	0	0	12.62
ETS1	1.12	5.084	6.459	0	0	12.618
SLC7A1	1.042	5.555	6.459	0	0	12.616
AARS	0.834	6.086	6.457	0	0	12.601
MBTPS1	0.631	4.863	6.455	0	0	12.594
UBQLN1	0.7	5.571	6.454	0	0	12.589
SLC39A3	0.587	3.6	6.454	0	0	12.589
C12orf4	0.633	3.154	6.454	0	0	12.589
ZNF786	0.703	2.862	6.454	0	0	12.587
SPTY2D1	0.743	4.132	6.454	0	0	12.585
RCOR2	1.433	2.559	6.453	0	0	12.583
RALA	0.608	5.571	6.453	0	0	12.582
CFAP44	0.733	1.541	6.452	0	0	12.572
POLH	0.892	3.885	6.451	0	0	12.57
LAMP1	0.715	7.254	6.451	0	0	12.567
STRA6	1.613	1.697	6.45	0	0	12.565
RTN4IP1	0.913	3.44	6.45	0	0	12.561
ANGPTL7	-1.095	0.82	-6.449	0	0	12.557
GPBP1	0.618	4.748	6.449	0	0	12.555
AP1M2	1.332	6.453	6.447	0	0	12.547
DUT	0.725	4.81	6.446	0	0	12.538
XPNPEP1	0.74	4.999	6.444	0	0	12.531
PSD4	0.964	3.998	6.444	0	0	12.529
ALPK1	0.734	2.348	6.442	0	0	12.518
RICTOR	0.856	3.242	6.441	0	0	12.51
UBL4A	0.672	5.606	6.441	0	0	12.51
GCH1	0.893	3.947	6.441	0	0	12.509
USP49	0.637	1.607	6.441	0	0	12.509
MRPS9	0.604	4.981	6.441	0	0	12.509
CDK11B	0.593	4.857	6.44	0	0	12.505
GPR137B	0.917	4.693	6.44	0	0	12.505
RESF1	0.977	4.978	6.439	0	0	12.503
AP1S1	0.985	6.173	6.439	0	0	12.499
BOLA2-SMG1P6	0.648	1.719	6.436	0	0	12.485
LRRC1	0.846	4.42	6.436	0	0	12.481
BRWD3	0.772	2.899	6.435	0	0	12.479
NARF	0.587	3.509	6.432	0	0	12.458
FCER1G	1.408	7.06	6.432	0	0	12.458
ARMC7	0.802	4.173	6.432	0	0	12.458
PTPRK	0.96	5.274	6.429	0	0	12.443
ICAM1	1.416	5.458	6.428	0	0	12.437
NHS	1.131	2.636	6.425	0	0	12.417
ELOVL7	1.257	3.501	6.424	0	0	12.415
AP4M1	0.713	3.376	6.424	0	0	12.413
RBM41	0.757	3.039	6.423	0	0	12.408
RNF13	0.67	5.367	6.423	0	0	12.405
EPHA10	0.992	1.825	6.422	0	0	12.404
TMED3	0.797	3.734	6.422	0	0	12.404
SPRED2	0.683	4.984	6.422	0	0	12.4
ERFE	0.999	1.234	6.421	0	0	12.399
SLC33A1	0.643	3.704	6.421	0	0	12.397
IFITM10	0.925	2.002	6.421	0	0	12.394
CCDC15	0.612	1.345	6.42	0	0	12.392
ATF2	0.653	4.543	6.42	0	0	12.39
ATF7IP	0.759	4.304	6.42	0	0	12.39
METAP1	0.762	5.016	6.42	0	0	12.389
CLPTM1L	0.764	5.507	6.42	0	0	12.388
RAD23B	0.631	6.735	6.42	0	0	12.388
APOA4	-3.042	1.674	-6.419	0	0	12.386
ANKRD13D	0.778	3.761	6.419	0	0	12.385
CCDC69	-1.539	4.252	-6.418	0	0	12.381
NETO2	1.268	1.998	6.417	0	0	12.372
GPER1	-1.363	1.765	-6.417	0	0	12.37
SLC2A6	1.079	2.735	6.416	0	0	12.365
NFKB1	0.679	4.93	6.415	0	0	12.364
FAM24B	0.964	1.897	6.415	0	0	12.364
PFKFB2	1.21	3.669	6.414	0	0	12.358
TOMM5	0.697	3.529	6.414	0	0	12.358
MIER2	0.697	4.118	6.412	0	0	12.345
ARCN1	0.67	7.101	6.411	0	0	12.341
MTRR	0.704	3.863	6.41	0	0	12.334
NCK1	0.709	4.371	6.409	0	0	12.33
PLIN4	-2.261	2.178	-6.409	0	0	12.324
DNPEP	0.617	5.327	6.408	0	0	12.324
NSMCE2	0.602	3.842	6.407	0	0	12.317
MSLN	3.015	5.215	6.407	0	0	12.314
SPHK1	1.222	3.261	6.406	0	0	12.31
TRPM7	0.779	3.655	6.406	0	0	12.307
PDP2	0.652	2.536	6.405	0	0	12.306
EXOC2	0.686	4.154	6.405	0	0	12.304
TRIM14	0.894	5.059	6.404	0	0	12.3
TMEM164	1.009	4.794	6.403	0	0	12.291
MYSM1	0.795	3.435	6.403	0	0	12.291
CTNNB1	0.933	6.951	6.402	0	0	12.287
FAT3	-0.842	0.461	-6.402	0	0	12.284
SNORC	1.399	2.257	6.4	0	0	12.275
PRKN	-0.853	1.189	-6.4	0	0	12.274
LRIG2	0.672	2.7	6.399	0	0	12.271
ANKRD11	0.743	4.768	6.399	0	0	12.271
PDCL3	0.585	4.689	6.398	0	0	12.263
RHEB	0.618	5.89	6.397	0	0	12.257
MIB1	0.894	4.005	6.397	0	0	12.256
SON	0.699	6.118	6.395	0	0	12.249
ITPRID2	0.962	5.434	6.395	0	0	12.246
STK10	0.852	3.731	6.394	0	0	12.243
JAK3	1.25	3.305	6.393	0	0	12.238
TC2N	1.26	5.12	6.392	0	0	12.228
SRPK2	0.665	3.932	6.391	0	0	12.226
IL23A	1.194	2.192	6.391	0	0	12.221
KPNA6	0.631	5.202	6.391	0	0	12.221
PLEKHG2	1.018	3.782	6.388	0	0	12.206
CAB39L	-1.192	2.996	-6.387	0	0	12.202
ANKRD26	0.703	2.415	6.387	0	0	12.199
ADPRHL2	0.61	5.071	6.383	0	0	12.179
SRI	0.78	5.753	6.382	0	0	12.172
EGFL6	1.282	2.106	6.381	0	0	12.168
MYDGF	0.75	7.171	6.381	0	0	12.168
IL2RA	1.258	2.503	6.381	0	0	12.167
OPA1	0.718	4.785	6.38	0	0	12.163
USP48	0.661	4.008	6.379	0	0	12.152
XRCC1	0.613	4.73	6.377	0	0	12.143
ZNF354A	0.742	3.237	6.376	0	0	12.135
IFT122	0.717	2.764	6.375	0	0	12.132
PDS5B	0.746	3.507	6.375	0	0	12.131
CTBP1	0.641	5.221	6.375	0	0	12.13
GSTO2	1.007	2.785	6.375	0	0	12.129
CNTRL	0.806	2.826	6.374	0	0	12.129
MAML1	0.744	4.158	6.374	0	0	12.124
MRPL44	0.632	5.169	6.373	0	0	12.123
B3GAT3	0.703	4.556	6.371	0	0	12.108
SUCO	0.782	4.04	6.371	0	0	12.108
ZNF738	0.92	2.16	6.371	0	0	12.107
APEX1	0.65	7.457	6.368	0	0	12.093
ARC	-1.437	1.092	-6.368	0	0	12.09
PTPN18	0.71	5.368	6.366	0	0	12.08
BET1	0.667	3.524	6.366	0	0	12.08
STAT3	0.726	6.328	6.366	0	0	12.078
RALBP1	0.71	5.695	6.364	0	0	12.066
GALM	0.984	5.367	6.361	0	0	12.053
CPNE7	1.513	2.383	6.361	0	0	12.052
DHCR7	1.169	5.41	6.361	0	0	12.05
MT1A	-1.848	2.606	-6.358	0	0	12.035
SNX4	0.625	5.198	6.358	0	0	12.034
RAP1GDS1	0.648	3.826	6.358	0	0	12.032
CMPK1	0.757	7.271	6.357	0	0	12.03
SEPHS2	1.019	7.065	6.357	0	0	12.028
LIPT2	0.907	3.062	6.357	0	0	12.027
HTRA4	0.776	0.841	6.356	0	0	12.025
TRABD2A	1.546	2.482	6.356	0	0	12.022
UXS1	0.62	3.819	6.355	0	0	12.019
ZNF687	0.795	4.587	6.355	0	0	12.019
TRMT112	0.684	6.713	6.355	0	0	12.018
CDK2AP1	0.69	5.723	6.355	0	0	12.018
FBXL19	0.869	4.299	6.355	0	0	12.017
NACC1	0.838	5.914	6.355	0	0	12.015
DCUN1D2	0.707	3.09	6.354	0	0	12.009
IMMT	0.585	6.037	6.353	0	0	12.007
POM121	0.871	4.203	6.352	0	0	12.002
TNFRSF11B	1.855	2.686	6.352	0	0	12
KLHL8	0.675	2.945	6.351	0	0	11.995
CCDC78	0.726	0.991	6.351	0	0	11.992
DAP	0.775	7.326	6.35	0	0	11.987
ZNF629	0.796	4.094	6.35	0	0	11.987
OSBP	0.647	5.444	6.349	0	0	11.985
PITPNB	0.694	5.173	6.349	0	0	11.982
ANAPC2	0.66	4.258	6.349	0	0	11.982
EEF1AKMT3	0.666	3.187	6.348	0	0	11.976
ACBD7	1.139	1.466	6.348	0	0	11.976
TMEM9	0.836	5.015	6.346	0	0	11.968
KDM5B	0.836	4.028	6.346	0	0	11.968
EEFSEC	0.621	4.715	6.346	0	0	11.966
ITGB8	1.227	3.194	6.346	0	0	11.966
RBIS	0.612	4.949	6.346	0	0	11.964
NXF1	0.632	4.83	6.346	0	0	11.963
PSAPL1	-2.142	1.753	-6.343	0	0	11.949
KCNE2	-2.185	1.793	-6.343	0	0	11.946
DIO2	1.401	3.632	6.341	0	0	11.94
APOC3	-2.426	1.359	-6.341	0	0	11.937
INSYN1	-0.927	0.945	-6.339	0	0	11.925
UBE3C	0.77	4.909	6.339	0	0	11.923
C2orf68	0.59	4.026	6.336	0	0	11.911
GPAA1	0.726	6.692	6.336	0	0	11.907
SLC35F6	0.703	5.676	6.334	0	0	11.898
FRK	1.103	3.331	6.334	0	0	11.897
TNFSF4	1.006	1.788	6.334	0	0	11.897
PCGF6	0.672	3.074	6.334	0	0	11.894
PPIL2	0.656	4.084	6.333	0	0	11.892
LSM14B	0.831	4.913	6.333	0	0	11.889
ICE1	0.851	3.876	6.332	0	0	11.886
CEP89	0.623	2.689	6.332	0	0	11.886
ZNF74	0.852	2.84	6.33	0	0	11.872
CPLX1	1.362	3.119	6.329	0	0	11.871
AARS2	0.888	3.827	6.329	0	0	11.87
BAMBI	2.018	3.678	6.329	0	0	11.868
C16orf70	0.625	3.319	6.328	0	0	11.864
IQGAP1	0.838	6.519	6.328	0	0	11.863
CCN4	1.389	2.691	6.328	0	0	11.862
SRMS	1.549	2.662	6.328	0	0	11.861
C1orf226	1.005	3.567	6.327	0	0	11.859
ZNF41	0.647	3.067	6.327	0	0	11.856
ATXN10	0.636	5.002	6.325	0	0	11.848
TOR1AIP2	0.665	3.722	6.324	0	0	11.839
TMEM184C	0.669	4.418	6.324	0	0	11.838
PUSL1	0.781	3.89	6.323	0	0	11.836
PRR19	0.967	1.383	6.322	0	0	11.826
ZNF33B	0.728	3.396	6.321	0	0	11.821
PARP10	0.897	4.734	6.32	0	0	11.82
STK11IP	0.67	3.281	6.32	0	0	11.817
BIRC6	0.801	4.222	6.319	0	0	11.81
MMP3	2.749	3.422	6.319	0	0	11.809
SLC18A3	-0.857	0.379	-6.318	0	0	11.808
ZNF785	0.639	2.58	6.318	0	0	11.808
SPTBN1	1.062	6.544	6.317	0	0	11.801
TMPRSS15	-1.776	0.767	-6.316	0	0	11.797
PDE8A	0.744	4.002	6.316	0	0	11.792
CUL7	0.926	4.403	6.314	0	0	11.786
PMEL	0.634	1.468	6.314	0	0	11.785
C11orf98	0.657	3.745	6.313	0	0	11.779
GATAD1	0.948	4.716	6.311	0	0	11.766
BAZ2A	0.738	5.132	6.31	0	0	11.76
SENP2	0.666	3.818	6.309	0	0	11.756
ZNF774	0.786	1.652	6.309	0	0	11.756
BTBD10	0.591	4.407	6.307	0	0	11.745
GDPGP1	0.655	2.273	6.307	0	0	11.744
CYB561	0.883	5.397	6.307	0	0	11.742
NOL9	0.756	3.962	6.307	0	0	11.741
ZFP91	0.643	5.173	6.304	0	0	11.729
MRPS2	0.754	5.686	6.303	0	0	11.721
LRRK1	0.883	3.027	6.303	0	0	11.719
VPS41	0.685	4.285	6.302	0	0	11.717
MFSD1	0.683	4.857	6.302	0	0	11.715
NBPF11	0.682	2.102	6.301	0	0	11.709
ATP6V1B2	0.725	4.774	6.301	0	0	11.708
AHI1	0.691	2.773	6.301	0	0	11.707
GLB1L	0.94	2.579	6.301	0	0	11.707
PRR13	0.704	6.238	6.299	0	0	11.7
FEZF1	1.381	1.337	6.298	0	0	11.693
OXLD1	0.641	4.493	6.298	0	0	11.691
IRGQ	0.813	3.399	6.297	0	0	11.689
LAPTM4B	1.263	7.096	6.297	0	0	11.687
XRCC4	0.838	3.218	6.297	0	0	11.686
KRT80	2.01	3.352	6.296	0	0	11.683
CBX1	0.745	5.145	6.296	0	0	11.682
AP2S1	0.606	6.654	6.296	0	0	11.681
S100A10	1.209	9.541	6.295	0	0	11.675
EML3	0.649	4.516	6.295	0	0	11.674
CTU1	0.765	3.875	6.293	0	0	11.667
ELP3	0.662	3.721	6.293	0	0	11.665
RAVER1	0.887	5.05	6.293	0	0	11.662
HES6	1.361	3.949	6.289	0	0	11.641
CSNK2A3	0.68	1.535	6.288	0	0	11.638
RARS2	0.628	4.796	6.287	0	0	11.628
NPIPB4	0.67	1.286	6.287	0	0	11.627
NCOA3	0.854	4.85	6.286	0	0	11.624
MCIDAS	0.991	1.512	6.285	0	0	11.621
MT1X	-1.277	4.73	-6.284	0	0	11.613
ZNF440	0.786	3.141	6.284	0	0	11.611
RPS6KA3	0.818	4.839	6.283	0	0	11.61
ZNF133	0.653	2.747	6.282	0	0	11.601
CTSD	0.901	9.273	6.281	0	0	11.594
TNNI1	0.753	1.367	6.281	0	0	11.593
S100G	-1.318	0.86	-6.28	0	0	11.592
CDC73	0.624	4.646	6.28	0	0	11.59
CABLES2	0.985	3.737	6.28	0	0	11.59
MFN1	0.775	4.286	6.279	0	0	11.587
RGS19	1.017	4.612	6.279	0	0	11.587
LBH	1.156	4.923	6.279	0	0	11.586
VAPB	0.71	4.432	6.278	0	0	11.58
SCAF8	0.702	4.51	6.278	0	0	11.58
FAM98B	0.623	3.492	6.277	0	0	11.571
NFRKB	0.752	4.062	6.275	0	0	11.564
MARCH9	0.753	3.907	6.275	0	0	11.562
RC3H2	0.779	3.844	6.275	0	0	11.559
GPR84	0.974	1.327	6.273	0	0	11.553
TXNL4B	0.619	3.463	6.272	0	0	11.548
TUBD1	0.632	2.835	6.272	0	0	11.547
LBR	0.937	5.665	6.272	0	0	11.545
HIP1R	1.054	4.752	6.272	0	0	11.543
RAP2A	0.81	4.27	6.267	0	0	11.517
UEVLD	0.621	4.004	6.267	0	0	11.516
RTTN	0.722	2.04	6.266	0	0	11.51
CA7	-0.741	0.444	-6.265	0	0	11.506
ABCB10	0.734	3.987	6.265	0	0	11.504
PPIP5K2	0.686	2.875	6.265	0	0	11.504
ARAP1	0.806	4.697	6.264	0	0	11.501
SLC25A30	0.621	2.304	6.261	0	0	11.483
SURF4	0.688	7.846	6.26	0	0	11.479
MSC	1.167	3.568	6.259	0	0	11.474
BTG2	-1.277	6.998	-6.259	0	0	11.472
PDILT	-0.829	0.35	-6.258	0	0	11.465
LCORL	0.625	2.416	6.258	0	0	11.464
PYCARD	0.958	5.687	6.256	0	0	11.456
ZSCAN2	0.628	2.004	6.256	0	0	11.455
TMPRSS4	1.568	4.867	6.256	0	0	11.453
NUDC	0.649	6.389	6.254	0	0	11.443
SMU1	0.647	4.409	6.254	0	0	11.442
EHD4	0.716	4.592	6.253	0	0	11.439
MYNN	0.613	3.091	6.25	0	0	11.42
TRMT61A	0.768	4.172	6.249	0	0	11.415
CCNQ	0.602	4.597	6.249	0	0	11.413
CSK	0.796	5.788	6.248	0	0	11.407
TAOK1	0.798	4.009	6.247	0	0	11.401
PCP4L1	-1.813	1.497	-6.246	0	0	11.399
LRP5	0.969	6.292	6.246	0	0	11.398
SAMD4B	0.794	5.676	6.246	0	0	11.396
ODF3B	1.011	4.431	6.245	0	0	11.394
PPFIA3	0.935	2.756	6.245	0	0	11.393
ALKAL1	1.289	1.726	6.245	0	0	11.393
CDK19	0.787	3.697	6.242	0	0	11.375
HECW2	0.839	1.852	6.24	0	0	11.367
SMURF1	0.914	4.888	6.24	0	0	11.362
OSBPL9	0.597	4.246	6.239	0	0	11.357
POLR2M	0.626	3.612	6.238	0	0	11.352
PINX1	0.748	2.196	6.235	0	0	11.338
TRIB2	1.206	4.542	6.234	0	0	11.331
KCTD5	0.74	5.094	6.234	0	0	11.33
POGZ	0.763	4.457	6.233	0	0	11.324
SF1	0.608	6.667	6.231	0	0	11.313
ENG	1.001	6.424	6.23	0	0	11.31
TBC1D23	0.618	4.392	6.23	0	0	11.31
HOMER1	0.836	2.314	6.23	0	0	11.309
BRICD5	0.631	1.572	6.23	0	0	11.309
MTREX	0.669	4.43	6.23	0	0	11.306
FUT8	0.882	4.49	6.229	0	0	11.302
COL8A1	1.804	3.735	6.229	0	0	11.302
AEBP2	0.703	4.016	6.228	0	0	11.299
CPSF7	0.66	5.203	6.227	0	0	11.293
GIGYF1	0.847	4.483	6.226	0	0	11.284
ATPSCKMT	0.698	3.548	6.226	0	0	11.283
ARF4	0.646	7.834	6.225	0	0	11.279
ZNF276	0.662	2.887	6.225	0	0	11.278
REXO5	0.725	2.158	6.224	0	0	11.275
ZDHHC8	0.816	4.5	6.223	0	0	11.27
ARHGAP21	0.826	4.715	6.223	0	0	11.27
CEP41	0.669	1.86	6.221	0	0	11.257
MAFG	0.716	4.542	6.22	0	0	11.252
UPF1	0.785	5.435	6.22	0	0	11.251
FNDC5	-1.098	1.229	-6.22	0	0	11.249
E2F2	1.103	2.765	6.219	0	0	11.247
AGAP3	0.674	3.927	6.219	0	0	11.247
ANOS1	1.192	2.097	6.219	0	0	11.246
PTAR1	0.778	3.407	6.219	0	0	11.245
ENDOU	-1.198	0.455	-6.219	0	0	11.243
NID2	1.3	3.645	6.215	0	0	11.224
CLRN3	2.231	4.53	6.215	0	0	11.223
ZNF282	0.669	4.829	6.214	0	0	11.217
CSKMT	0.611	2.15	6.213	0	0	11.214
LGALS3BP	0.902	9.323	6.213	0	0	11.213
SCUBE2	-1.099	1.409	-6.21	0	0	11.194
KPRP	-1.075	0.218	-6.209	0	0	11.19
CBLB	0.672	3.309	6.208	0	0	11.186
RANBP2	0.813	4.762	6.208	0	0	11.182
ADGRE2	0.977	1.8	6.207	0	0	11.177
CDYL	0.612	4.017	6.206	0	0	11.171
PLS3	0.882	5.065	6.205	0	0	11.168
CDK5	0.711	3.636	6.204	0	0	11.163
RBBP7	0.667	5.418	6.203	0	0	11.155
HIST2H2BF	0.803	1.335	6.202	0	0	11.15
TMEM135	0.706	3.467	6.2	0	0	11.141
KAT2B	-0.936	3.611	-6.199	0	0	11.131
NCKIPSD	0.664	4.695	6.198	0	0	11.13
PSAT1	1.558	5.158	6.198	0	0	11.13
ACACA	0.9	4.011	6.197	0	0	11.124
PCIF1	0.665	5.838	6.197	0	0	11.122
METTL26	0.654	6.396	6.195	0	0	11.113
RPS6KA6	-0.648	0.553	-6.195	0	0	11.112
HCN3	0.871	2.424	6.195	0	0	11.111
GEMIN7	0.598	4.155	6.194	0	0	11.105
USP32	0.768	3.623	6.194	0	0	11.103
TMEM252	-1.435	1.099	-6.194	0	0	11.103
VARS2	0.732	3.407	6.193	0	0	11.099
PI4K2B	0.711	3.246	6.191	0	0	11.092
CACNA2D3	-0.63	0.763	-6.189	0	0	11.08
LYSMD2	0.739	4.237	6.188	0	0	11.071
KDM2A	0.783	5.242	6.188	0	0	11.071
PDX1	1.637	3.765	6.187	0	0	11.069
RTN4RL2	1.18	2.423	6.187	0	0	11.065
NUDT14	0.837	4.407	6.186	0	0	11.061
C6orf136	0.653	4.677	6.186	0	0	11.06
SLC39A13	0.725	4.661	6.186	0	0	11.058
FBXL18	0.856	3.187	6.185	0	0	11.054
EIF4EBP1	1.005	6.978	6.185	0	0	11.053
UBTF	0.587	5.32	6.184	0	0	11.052
SYNGR2	0.825	7.371	6.181	0	0	11.035
C3orf52	0.975	2.518	6.181	0	0	11.035
FKBP4	0.929	5.934	6.181	0	0	11.033
TMEM14B	0.603	4.619	6.18	0	0	11.025
USP9X	0.799	5.067	6.178	0	0	11.017
RASGRP3	0.759	2.161	6.177	0	0	11.009
HEATR5A	0.634	2.854	6.176	0	0	11.005
ZNF823	0.652	3.165	6.176	0	0	11.005
POLG	0.794	4.722	6.173	0	0	10.988
TMED9	0.698	6.85	6.173	0	0	10.987
LEMD1	1.277	1.467	6.172	0	0	10.985
RIN1	1.081	3.506	6.172	0	0	10.984
BMPER	-0.848	0.778	-6.171	0	0	10.976
SHB	0.815	4.705	6.169	0	0	10.965
PHKA2	0.722	3.081	6.169	0	0	10.965
FOXRED1	0.682	3.485	6.167	0	0	10.955
KIAA0040	0.785	4.961	6.167	0	0	10.955
BSG	0.675	8.74	6.167	0	0	10.954
KCNC3	0.99	1.665	6.166	0	0	10.951
SRPRA	0.627	6.9	6.166	0	0	10.948
TIAF1	0.613	1.374	6.165	0	0	10.946
FMNL3	0.957	3.317	6.165	0	0	10.942
CHID1	0.636	4.687	6.164	0	0	10.941
LPIN3	0.991	3.791	6.164	0	0	10.939
DHTKD1	0.706	4.182	6.164	0	0	10.939
NEIL2	1.033	3.525	6.164	0	0	10.939
EEF2KMT	0.592	3.08	6.164	0	0	10.937
ARFRP1	0.69	3.586	6.162	0	0	10.928
LINGO1	1.218	2.199	6.16	0	0	10.917
NAIF1	0.6	3.047	6.159	0	0	10.913
HLA-A	0.979	9.716	6.159	0	0	10.91
IRAK2	1.175	3.769	6.157	0	0	10.9
BCHE	-1.435	1.222	-6.156	0	0	10.894
STK31	1.207	1.328	6.156	0	0	10.893
MAGT1	0.659	5.644	6.156	0	0	10.892
RPAP1	0.687	3.737	6.155	0	0	10.886
EFNB1	1.063	5.878	6.154	0	0	10.885
METTL27	1.434	2.852	6.154	0	0	10.882
GGCX	0.645	3.577	6.152	0	0	10.873
UPF3A	0.661	3.969	6.152	0	0	10.87
AARD	-0.925	0.74	-6.151	0	0	10.868
PTGDR2	-0.981	1.385	-6.151	0	0	10.867
KRIT1	0.953	3.941	6.151	0	0	10.867
MIS12	0.59	3.831	6.151	0	0	10.865
G6PC	-0.695	0.229	-6.149	0	0	10.856
BTG3	0.802	4.867	6.149	0	0	10.856
LDB3	-1.665	1.456	-6.148	0	0	10.848
NUDT4	0.895	4.125	6.148	0	0	10.847
SLC25A33	0.751	3.324	6.147	0	0	10.845
CTSZ	0.965	7.747	6.145	0	0	10.835
PKNOX2	-0.762	0.855	-6.145	0	0	10.835
ARHGAP19	0.678	2.256	6.145	0	0	10.834
PAN2	0.756	3.511	6.143	0	0	10.82
CLSTN1	0.792	6.904	6.142	0	0	10.817
PARP4	0.886	5.948	6.142	0	0	10.816
BLMH	0.814	3.932	6.141	0	0	10.809
SLCO4A1	1.48	4.437	6.141	0	0	10.808
DIAPH1	0.912	6.071	6.14	0	0	10.806
ZNF621	0.698	3.075	6.139	0	0	10.798
PTDSS2	0.614	3.493	6.137	0	0	10.788
CEP97	0.67	2.139	6.136	0	0	10.783
EP300	0.684	5.557	6.134	0	0	10.771
STPG4	0.657	0.688	6.132	0	0	10.758
TMEM230	0.642	6.526	6.131	0	0	10.753
SHLD2	0.733	4.08	6.131	0	0	10.752
MED25	0.711	5.393	6.131	0	0	10.752
ZBTB12	0.964	3.052	6.13	0	0	10.748
NLRC4	0.586	1.201	6.128	0	0	10.74
TRIM32	0.698	3.617	6.126	0	0	10.727
HNRNPUL1	0.617	6.986	6.126	0	0	10.726
ZNF101	0.682	2.689	6.125	0	0	10.721
MORN2	0.692	4.08	6.124	0	0	10.716
NAF1	0.617	3.216	6.123	0	0	10.711
LYPLA2	0.736	6.323	6.122	0	0	10.705
ZMYND8	0.865	5.123	6.122	0	0	10.702
KDM5C	0.772	5.141	6.121	0	0	10.697
KDF1	1.113	4.675	6.12	0	0	10.691
IFITM1	1.49	7.947	6.119	0	0	10.69
SP100	0.664	4.072	6.119	0	0	10.69
SHISA5	0.608	6.651	6.119	0	0	10.686
CCDC126	0.586	2.966	6.118	0	0	10.682
SLC2A2	-0.992	0.423	-6.118	0	0	10.681
F12	1.402	2.881	6.118	0	0	10.681
KIAA0100	0.852	5.542	6.116	0	0	10.672
GYS2	-0.748	0.253	-6.116	0	0	10.672
RETREG3	0.607	4.904	6.115	0	0	10.667
SIRT6	0.624	4.337	6.115	0	0	10.666
SPIN1	0.731	5.405	6.115	0	0	10.664
COQ2	0.667	3.629	6.114	0	0	10.658
CRKL	0.742	5.424	6.114	0	0	10.658
DMXL2	0.839	2.985	6.113	0	0	10.657
LEXM	-0.779	0.581	-6.113	0	0	10.653
THRAP3	0.63	6.213	6.112	0	0	10.651
SH3BGR	-1.151	2.241	-6.111	0	0	10.642
TM9SF3	0.726	6.902	6.11	0	0	10.636
RTL10	0.799	3.35	6.108	0	0	10.628
ETV5	1.14	3.638	6.108	0	0	10.626
FLVCR1	0.953	3.747	6.106	0	0	10.615
FOXK1	0.923	4.234	6.106	0	0	10.613
SYNE2	1.029	3.908	6.104	0	0	10.607
MSX1	1.144	2.891	6.104	0	0	10.603
SART1	0.63	5.369	6.102	0	0	10.596
FKBP15	0.64	3.508	6.102	0	0	10.593
HMCES	0.628	5.276	6.102	0	0	10.591
TMEM74B	1.379	2.466	6.101	0	0	10.59
LATS1	0.704	4.048	6.101	0	0	10.586
PTGR1	-1.049	4.494	-6.101	0	0	10.586
CTSG	-1.302	1.241	-6.1	0	0	10.585
MMP10	1.661	1.955	6.1	0	0	10.581
DDX50	0.647	4.703	6.1	0	0	10.581
DEFA5	-2.952	1.519	-6.099	0	0	10.579
CTNNA3	-1.055	0.611	-6.099	0	0	10.579
PSMB8	0.962	7.045	6.099	0	0	10.574
CXorf65	0.775	1.08	6.098	0	0	10.57
ZBED6	0.934	2.867	6.097	0	0	10.564
PUM2	0.644	5.734	6.096	0	0	10.561
KLHDC10	0.696	4.205	6.096	0	0	10.56
CCDC71L	0.867	4.192	6.096	0	0	10.559
